"ID","V_Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","Label"
254359,156699,-0.935007923623594,0.820946202929778,1.06777684440513,0.288611889858571,1.35083637004155,-0.104074803303517,1.02108415719917,-0.00988896155924741,-1.3566260807126,-0.384818577281341,0.972108958641564,0.822832912800991,0.749589852600723,0.466788466316996,-0.129585784731371,-0.166239362065659,-0.681650654106382,0.549770387199175,0.0977197738429567,0.201115713463437,0.365994036097074,0.915677522080704,-0.501440384865639,0.754769893565837,1.08411194195581,-0.259672158842389,0.026528314853405,0.0513547037014797,0.0428806812862793,0.771582637174356,0
244959,152554,2.03918832916752,-0.264982314306889,-1.23505333292353,0.239175322750798,-0.125661076799417,-0.756201782488426,-0.0688064847246495,-0.0417008827061835,0.659533134956885,0.309475868180729,0.269880674842455,-0.220871153224075,-2.28365098611796,0.902058194994622,-0.386135725573205,0.291730073524814,-0.522896749583207,0.0125045968782445,0.561623397857398,-0.36721723494654,-0.295160599610928,-0.830929396868481,0.313941949022714,-0.392226584703662,-0.352006436707202,0.209928025706469,-0.0796919569997534,-0.0558562260019429,0.00293440385046106,-1.22591806245667,0
79483,58048,-0.377984378682107,0.917614137411264,1.71467302748102,0.583274963143286,0.887797689876395,0.0453383856130333,1.21641647634058,-0.684745511788873,0.0122327439718527,0.746790473275901,-0.125523417835899,0.0511391626727983,0.759784226073659,-0.562059596949025,1.47003120720912,-0.639260644104308,-0.453097533223825,-0.608514726634141,0.276874492989139,0.35038468000579,-0.255317982252315,-0.12367566394167,-0.076580102809605,-0.305153680083177,-0.614374926662217,-0.675005698433583,-0.320965605110778,-0.407507928850394,0.0137606568813264,-3.12463766190818,0
164477,116748,1.98565963040461,-0.752666528402998,-1.66925786849581,-0.634638332401245,1.67964671899893,3.93719167867912,-1.30916761615623,1.05552641581914,1.1085974246582,0.0325415496974029,-0.206918894613154,0.384161129073674,-0.0169606231309544,-0.0660259236211877,0.770322361096614,0.243654409838278,-0.562791924312255,-0.113618339162709,-0.407113580676591,-0.127098461549855,0.153867962683577,0.561408275775532,0.196288139459759,0.755986689740056,-0.226402342431772,0.589655195799528,-0.0161300751800654,-0.0490408048872526,0.00673165460604299,-2.55030584366344,0
184542,126292,1.93033038498087,2.56349015568903,-4.75953731923234,4.67561724459139,2.92179622206534,-1.74010210957474,1.3239419556045,-0.361469501389217,-2.2670067329918,-1.63904967763185,2.98113236770585,-1.00179736481631,0.133580556208555,-7.56886914735044,-0.625646870489965,3.37496224357462,5.32475655691733,3.53464986163048,-2.34173269412875,0.00555193986997541,-0.271385736435912,-0.698715859701033,-0.192089335062874,-1.05659671317947,0.444519735005252,0.14477926611913,0.0133151059576626,0.109086355954185,6.7539108410041e-05,0.139250166085636,0
20877,31332,-1.15708803786315,0.763136501586355,1.11636528262274,1.304133328539,-0.071994228715132,-0.702563943966143,0.0952899248302402,0.49779697444577,-1.06506137405747,0.0313448075773354,1.29431749361239,0.89273611901441,0.293449080068377,0.777427571756384,0.456801783477045,-0.0982334279995093,-0.122504630944496,0.691718169068585,0.786013859649212,0.309404868971816,0.314142090926611,0.704072386782135,-0.0532263263088206,0.555743172791089,-0.147467512653809,-0.225754354490609,0.284470146608566,0.0636806742657164,0.0527245024518244,-5.25315811559063,0
168248,119139,-1.08469834743137,0.894193067869339,-2.56817516724952,-2.4651339688588,0.976756996801251,-1.7419738130329,1.43645932201861,-0.619402869462615,-0.318190220639956,2.18364861346545,-1.05900224421617,-0.779780281201406,0.106749104261305,-0.187967275476959,-1.43492090078991,0.218310258031411,-0.0542626814823836,-1.72620574889888,-0.170901234683695,0.292021846673953,0.388950680702278,2.01820177124705,0.168371112634076,0.76096748312869,-0.637118058213046,-0.124156497861019,1.0065794293946,0.749845758172635,0.0458074596933181,0.976362570162685,0
17695,28858,0.471351873654968,-1.51122995730743,0.088848439198736,-1.0469718656453,-1.45942757380779,-1.41721167967709,0.414229066887174,-0.402693959725409,1.20300462032232,-1.28273502157067,0.378735288240075,1.1151052593024,0.665837895180995,0.253425902981216,1.84265784817099,-0.365797379640136,-0.124749170213681,-0.292864715194746,0.49423305393858,0.791793876272653,0.0681751572930551,-0.58647166592895,-0.245630189831853,0.777021479202625,0.102429422891406,-0.347390836801948,-0.0554244513336453,0.111531433917167,0.514113287695676,-1.87322614879774,0
170305,120120,-5.07193028356101,-5.1408740136121,2.55280635118499,5.76420876635605,3.57661061042875,2.12201111160693,-3.26289543719789,1.55955182650874,0.220146048544899,1.73053764603884,-0.390476252712421,0.2043684801819,-0.447749151789796,-0.88134489430667,-0.467325352818087,-0.766375093044163,1.04897310218885,0.0680338113796558,1.07172786037507,1.22345956224377,0.268119346821778,0.672351707921526,0.75950459276367,-0.910023467812013,0.401905994620298,0.769234486893862,0.215207037068995,1.17725859100441,0.36160484833379,4.33300546307285,0
60094,49159,-0.296563268120149,1.11756610273367,1.20642109397859,1.45645009944897,0.723024089261093,-0.218165467595442,0.915891173739354,0.00935649141107412,-1.17052737088322,0.120493965181851,-0.520448656933303,0.192856134377503,0.596269587604516,0.104454071635148,-0.218301517316224,0.513319281626771,-0.693210598165463,-0.90108003641283,-1.94967983563357,-0.188844343647576,0.0393854885793617,0.0671840894823414,0.260931926736785,0.0450571640424618,-1.17981568167645,-0.512745123396469,0.235046688030027,0.240046804359056,0.0273589191294692,-4.62323009943687,0
